name	modelId	modelIdData	rarity	maxSlotsMaybe	classId	unk2_1	eqType	unk2_3	unk3_1	unk3_2	unk3_3	unk3_4	unk4_1	unk4_2	unk4_3	unk4_4	unk5_1	unk5_2	unk5_3	unk5_4	zennyCost	rawDamage	defense	recoilMaybe	slots	affinity	sortOrderMaybe	unk6_1	elementId	eleDamage	unk6_4	unk7_1	unk7_2	unk7_3	unk7_4	unk8_1	unk8_2	unk8_3	unk8_4	unk9_1	unk9_2	unk9_3	unk9_4	unk10_1	unk10_2	unk10_3	unk10_4	unk11_1	unk11_2	unk11_3	unk11_4	unk12_1	unk12_2	unk12_3	unk12_4
ガルルガガン・ネオ	1771	wf771	5	0	ライトボウガン	0	8	0	40	1	0	0	0	0	0	0	0	0	0	0	5000	270	0	2	0	10	148	32	なし	0	3	0	0	0	0	247	224	240	48	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
ボルペブレッザ	1779	wf779	4	0	ライトボウガン	0	0	0	243	6	0	0	0	0	0	0	0	0	0	0	4600	190	0	2	0	0	149	16	なし	0	2	0	0	0	0	191	13	52	252	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
ボルペテンペスタ	1779	wf779	5	0	ライトボウガン	0	0	0	243	6	0	0	0	0	0	0	0	0	0	0	25000	210	0	2	1	0	149	16	なし	0	2	0	0	0	0	191	13	52	252	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
フォルテトルナード	1780	wf780	10	0	ライトボウガン	0	2	0	243	6	0	0	0	0	0	0	0	0	0	0	14000	230	0	2	2	0	149	16	なし	0	2	0	0	0	0	191	13	52	252	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
ロートリーニエ	1634	wf634	8	3	ライトボウガン	0	0	0	112	5	0	0	0	0	0	0	0	0	0	0	25000	250	0	2	2	15	139	20	なし	0	3	0	0	0	0	59	254	248	243	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
レイノライフル	1798	wf798	4	3	ライトボウガン	0	0	0	6	7	0	0	0	0	0	0	0	0	0	0	0	180	0	2	0	10	150	21	なし	0	4	0	0	0	0	123	36	248	255	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
レプブリカライフル	1798	wf798	6	3	ライトボウガン	0	0	0	6	7	0	0	0	0	0	0	0	0	0	0	0	210	0	2	0	20	150	21	なし	0	4	0	0	0	0	123	36	248	255	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
フェデラシオライフル	1798	wf798	9	3	ライトボウガン	0	0	0	6	7	0	0	0	0	0	0	0	0	0	0	0	240	0	2	0	30	150	21	なし	0	4	0	0	0	0	123	36	248	255	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
バロンランチャー	1799	wf799	4	3	ライトボウガン	0	0	0	6	7	0	0	0	0	0	0	0	0	0	0	0	190	0	2	1	0	151	9	なし	0	4	0	0	0	0	71	126	250	255	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
コンデランチャー	1799	wf799	6	3	ライトボウガン	0	0	0	6	7	0	0	0	0	0	0	0	0	0	0	0	220	0	2	1	0	151	9	なし	0	4	0	0	0	0	71	126	250	255	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
マルケスランチャー	1799	wf799	8	3	ライトボウガン	0	0	0	6	7	0	0	0	0	0	0	0	0	0	0	0	250	0	2	1	0	151	9	なし	0	4	0	0	0	0	71	126	250	255	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
テオ＝フレーム	1864	wf864	10	0	弓	0	18	0	236	6	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	211	9	火	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	15	0	0	0	0	0	0	0	0
テオ＝インフェルノ	1772	wf772	11	0	弓	0	18	0	236	6	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	211	9	火	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	15	0	0	0	0	0	0	0	0
フェザーボウ	1773	wf773	0	0	弓	0	8	0	84	1	0	0	0	0	0	0	0	0	0	0	19000	200	5	0	1	0	212	4	なし	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
フェザーフッド	1773	wf773	1	0	弓	0	8	0	84	1	0	0	0	0	0	0	0	0	0	0	30000	210	10	0	2	0	212	4	なし	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
フェザークロウ	1773	wf773	2	0	弓	0	8	0	84	1	0	0	0	0	0	0	0	0	0	0	50000	230	15	0	2	0	212	23	なし	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
フェザークレセント	1773	wf773	3	0	弓	0	8	0	84	1	0	0	0	0	0	0	0	0	0	0	120000	250	20	0	3	0	212	23	なし	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
グリテベール	1774	wf774	1	0	弓	0	8	0	237	2	0	0	0	0	0	0	0	0	0	0	18000	200	0	0	0	10	213	24	なし	0	0	0	0	0	0	6	0	0	0	0	0	2	0	0	0	0	15	0	0	0	0	0	0	0	0
グリテニーシュ	1774	wf774	1	0	弓	0	8	0	237	2	0	0	0	0	0	0	0	0	0	0	26000	210	0	0	0	15	213	24	なし	0	0	0	0	0	0	6	0	0	0	0	0	2	0	0	0	0	15	0	0	0	0	0	0	0	0
グリテマフィン	1774	wf774	2	0	弓	0	8	0	237	2	0	0	0	0	0	0	0	0	0	0	44000	230	0	0	0	20	213	46	なし	0	0	0	0	0	0	6	0	0	0	0	0	2	0	0	0	0	15	0	0	0	0	0	0	0	0
グリテレーツェル	1774	wf774	4	0	弓	0	8	0	237	2	0	0	0	0	0	0	0	0	0	0	100000	250	0	0	0	25	213	46	なし	0	0	0	0	0	0	6	0	0	0	0	0	2	0	0	0	0	15	0	0	0	0	0	0	0	0
ショックストロク	1791	wf791	2	0	弓	0	0	0	255	6	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	5	214	42	雷	100	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
ボルトストロク	1791	wf791	4	0	弓	0	0	0	255	6	0	0	0	0	0	0	0	0	0	0	50000	200	0	0	0	10	214	42	雷	120	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
サンダーストロク	1791	wf791	6	0	弓	0	0	0	255	6	0	0	0	0	0	0	0	0	0	0	50000	220	0	0	0	15	214	43	雷	150	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
ストームストライカ	1791	wf791	9	0	弓	0	0	0	255	6	0	0	0	0	0	0	0	0	0	0	50000	250	0	0	0	25	214	30	雷	200	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
リザードストロク	1792	wf792	2	0	弓	0	0	0	255	6	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	215	42	龍	80	0	0	0	0	0	30	0	0	0	0	0	3	0	0	0	0	15	0	0	0	0	0	0	0	0
ドレイクストロク	1792	wf792	4	0	弓	0	0	0	255	6	0	0	0	0	0	0	0	0	0	0	50000	200	0	0	0	0	215	43	龍	100	0	0	0	0	0	30	0	0	0	0	0	3	0	0	0	0	15	0	0	0	0	0	0	0	0
ワイヴェンストロク	1792	wf792	5	0	弓	0	0	0	255	6	0	0	0	0	0	0	0	0	0	0	50000	220	0	0	1	0	215	30	龍	150	0	0	0	0	0	30	0	0	0	0	0	3	0	0	0	0	15	0	0	0	0	0	0	0	0
ドラゴンストライカ	1792	wf792	7	0	弓	0	0	0	255	6	0	0	0	0	0	0	0	0	0	0	50000	250	0	0	2	0	215	30	龍	180	0	0	0	0	0	30	0	0	0	0	0	3	0	0	0	0	15	0	0	0	0	0	0	0	0
ファイア・ルーク	1794	wf794	2	0	弓	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	216	25	火	150	0	0	0	0	0	30	0	0	0	0	0	2	0	0	0	0	15	0	0	0	0	0	0	0	0
フレイム・ルーク	1794	wf794	3	0	弓	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	4000	170	0	0	0	0	216	25	火	200	0	0	0	0	0	30	0	0	0	0	0	2	0	0	0	0	15	0	0	0	0	0	0	0	0
ブレイズ・ルーク	1794	wf794	4	0	弓	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	10000	190	0	0	0	0	216	25	火	250	0	0	0	0	0	30	0	0	0	0	0	2	0	0	0	0	15	0	0	0	0	0	0	0	0
フレア・ルーク	1794	wf794	5	0	弓	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	20000	210	0	0	0	0	216	27	火	340	0	0	0	0	0	30	0	0	0	0	0	2	0	0	0	0	15	0	0	0	0	0	0	0	0
アイス・ルーク	1793	wf793	2	0	弓	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	217	25	氷	150	0	0	0	0	0	30	0	0	0	0	0	1	0	0	0	0	15	0	0	0	0	0	0	0	0
アイシクル・ルーク	1793	wf793	3	0	弓	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	4000	170	0	0	0	0	217	25	氷	200	0	0	0	0	0	30	0	0	0	0	0	1	0	0	0	0	15	0	0	0	0	0	0	0	0
フロスト・ルーク	1793	wf793	4	0	弓	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	10000	190	0	0	0	0	217	25	氷	250	0	0	0	0	0	30	0	0	0	0	0	1	0	0	0	0	15	0	0	0	0	0	0	0	0
フリーズ・ルーク	1793	wf793	5	0	弓	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	20000	210	0	0	0	0	217	27	氷	340	0	0	0	0	0	30	0	0	0	0	0	1	0	0	0	0	15	0	0	0	0	0	0	0	0
スパーク・ルーク	1795	wf795	2	0	弓	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	218	25	雷	150	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
プラズマ・ルーク	1795	wf795	3	0	弓	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	4000	170	0	0	0	0	218	25	雷	200	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
サンダー・ルーク	1795	wf795	4	0	弓	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	10000	190	0	0	0	0	218	25	雷	250	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
ライトニング・ルーク	1795	wf795	5	0	弓	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	20000	210	0	0	0	0	218	27	雷	340	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
カルドボウ	1841	wf841	1	0	弓	0	0	0	99	6	0	0	0	0	0	0	0	0	0	0	10000	150	0	0	1	0	219	21	火	100	0	0	0	0	0	26	0	0	0	0	0	3	0	0	0	0	15	0	0	0	0	0	0	0	0
カルドルーク	1841	wf841	3	0	弓	0	0	0	99	6	0	0	0	0	0	0	0	0	0	0	50000	190	0	0	1	0	219	21	火	130	0	0	0	0	0	26	0	0	0	0	0	3	0	0	0	0	15	0	0	0	0	0	0	0	0
カルドアルク	1841	wf841	5	0	弓	0	0	0	99	6	0	0	0	0	0	0	0	0	0	0	50000	220	0	0	1	0	219	21	火	160	0	0	0	0	0	26	0	0	0	0	0	3	0	0	0	0	15	0	0	0	0	0	0	0	0
ロートミステル	1841	wf841	6	0	弓	0	0	0	99	6	0	0	0	0	0	0	0	0	0	0	50000	230	0	0	1	0	219	21	火	220	0	0	0	0	0	26	0	0	0	0	0	3	0	0	0	0	15	0	0	0	0	0	0	0	0
ロートカピテル	1841	wf841	8	0	弓	0	0	0	99	6	0	0	0	0	0	0	0	0	0	0	50000	250	0	0	2	0	219	21	火	310	0	0	0	0	0	26	0	0	0	0	0	3	0	0	0	0	15	0	0	0	0	0	0	0	0
アメシスレイヴンⅠ	1842	wf842	2	0	弓	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	220	42	なし	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
アメシスレイヴンⅡ	1842	wf842	4	0	弓	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	50000	210	0	0	0	0	220	43	なし	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
アメシスレイヴンⅢ	1842	wf842	5	0	弓	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	50000	230	0	0	0	0	220	30	なし	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
アメシスレイヴンⅣ	1842	wf842	6	0	弓	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	50000	250	0	0	0	0	220	30	なし	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
アメシスレイヴンⅤ	1842	wf842	7	0	弓	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	50000	260	0	0	0	0	220	30	なし	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
スェズⅠ	1857	wf857	2	0	弓	0	0	0	65	7	0	0	0	0	0	0	84	0	0	0	0	150	0	0	2	0	221	5	水	120	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
スェズⅡ	1857	wf857	2	0	弓	0	0	0	65	7	0	0	0	0	0	0	84	0	0	0	0	160	0	0	2	0	221	6	水	140	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
スェズⅢ	1857	wf857	6	0	弓	0	0	0	65	7	0	0	0	0	0	0	84	0	0	0	0	230	25	0	0	0	221	55	水	210	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
スェズ・シルカ	1857	wf857	8	0	弓	0	0	0	65	7	0	0	0	0	0	0	84	0	0	0	0	250	0	0	2	0	221	6	水	270	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
テオ＝ブレイズ	1864	wf864	10	0	弓	0	18	0	236	6	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	211	9	火	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	15	0	0	0	0	0	0	0	0
炎妃重弩【愛執】	1883	wf883	10	3	ヘビィボウガン	0	2	0	91	7	0	0	0	0	0	0	0	0	0	0	32500	320	0	3	2	0	125	21	なし	0	3	0	0	0	0	191	160	8	112	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
ヘイトホーン	1894	wf894	0	3	ヘビィボウガン	0	8	0	102	7	0	0	0	0	0	0	0	0	0	0	1300	240	0	2	1	0	125	21	なし	0	3	0	0	0	0	187	1	8	240	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
フューリーホーン	1894	wf894	3	3	ヘビィボウガン	0	8	0	102	7	0	0	0	0	0	0	0	0	0	0	2250	290	0	2	1	0	125	21	なし	0	3	0	0	0	0	187	1	8	240	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
ランページホーン	1894	wf894	4	3	ヘビィボウガン	0	8	0	102	7	0	0	0	0	0	0	0	0	0	0	43000	320	0	2	1	0	125	21	なし	0	3	0	0	0	0	187	1	8	240	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
エクエススコール	2003	wg003	0	3	ヘビィボウガン	0	0	0	211	7	0	0	0	0	0	0	0	0	0	0	5000	170	0	2	2	0	125	21	なし	0	1	0	0	0	0	95	242	80	253	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
エクエスペフティス	2003	wg003	5	3	ヘビィボウガン	0	0	0	211	7	0	0	0	0	0	0	0	0	0	0	20000	290	0	2	2	0	125	21	なし	0	1	0	0	0	0	95	242	80	253	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
ヴァイスクラータ	2003	wg003	7	3	ヘビィボウガン	0	0	0	211	7	0	0	0	0	0	0	0	0	0	0	25000	320	0	2	2	0	125	21	なし	0	1	0	0	0	0	95	242	80	253	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
ストレガスコール	2004	wg004	0	3	ヘビィボウガン	0	0	0	211	7	0	0	0	0	0	0	0	0	0	0	5000	170	0	2	2	0	125	21	なし	0	1	0	0	0	0	123	30	210	245	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
ストレガペフティス	2004	wg004	5	3	ヘビィボウガン	0	0	0	211	7	0	0	0	0	0	0	0	0	0	0	20000	290	0	2	2	0	125	21	なし	0	1	0	0	0	0	123	30	210	245	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
シュヴァルツクラータ	2004	wg004	7	3	ヘビィボウガン	0	0	0	211	7	0	0	0	0	0	0	0	0	0	0	25000	320	0	2	2	0	125	21	なし	0	1	0	0	0	0	123	30	210	245	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
アメシスパッファⅠ	2047	wg047	0	3	ヘビィボウガン	0	0	0	224	2	0	0	0	0	0	0	0	0	0	0	5000	180	0	2	0	0	125	34	なし	0	3	0	0	0	0	215	165	250	245	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
アメシスパッファⅡ	2047	wg047	2	3	ヘビィボウガン	0	0	0	224	2	0	0	0	0	0	0	0	0	0	0	15000	220	0	2	0	0	125	34	なし	0	3	0	0	0	0	215	165	250	245	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
アメシスパッファⅢ	2047	wg047	4	3	ヘビィボウガン	0	0	0	224	2	0	0	0	0	0	0	0	0	0	0	22000	260	0	2	0	0	125	34	なし	0	3	0	0	0	0	215	165	250	245	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
アメシスパッファⅣ	2047	wg047	9	3	ヘビィボウガン	0	0	0	224	2	0	0	0	0	0	0	0	0	0	0	25000	330	0	2	0	0	125	34	なし	0	3	0	0	0	0	215	165	250	245	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
アズマリーフ	2053	wg053	0	3	ヘビィボウガン	0	0	0	5	8	0	0	0	0	0	0	0	0	0	0	0	170	0	2	2	0	125	21	なし	0	3	0	0	0	0	251	1	120	252	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
アズマデリーヴ	2053	wg053	3	3	ヘビィボウガン	0	0	0	5	8	0	0	0	0	0	0	0	0	0	0	25000	240	0	2	2	0	125	21	なし	0	3	0	0	0	0	251	1	120	252	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
バーティ・クェンネル	2053	wg053	7	3	ヘビィボウガン	0	0	0	5	8	0	0	0	0	0	0	0	0	0	0	25000	310	0	2	2	0	125	21	なし	0	3	0	0	0	0	251	1	120	252	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
アズマローズ	2054	wg054	0	3	ヘビィボウガン	0	0	0	5	8	0	0	0	0	0	0	0	0	0	0	0	170	0	2	2	0	125	21	なし	0	3	0	0	0	0	11	254	58	253	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
アズマデローゼ	2054	wg054	4	3	ヘビィボウガン	0	0	0	5	8	0	0	0	0	0	0	0	0	0	0	25000	250	0	2	2	0	125	21	なし	0	3	0	0	0	0	11	254	58	253	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
キヴァラ・クェンネル	2054	wg054	8	3	ヘビィボウガン	0	0	0	5	8	0	0	0	0	0	0	0	0	0	0	25000	320	0	2	2	0	125	21	なし	0	3	0	0	0	0	11	254	58	253	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
イムベル＝アーラ	1877	wf877	4	3	ライトボウガン	0	0	0	85	7	0	0	0	0	0	0	0	0	0	0	10000	200	0	2	0	0	147	18	なし	0	2	0	0	0	0	63	32	56	243	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
フルグル＝アーラ	1877	wf877	5	3	ライトボウガン	0	0	0	85	7	0	0	0	0	0	0	0	0	0	0	20000	220	0	2	1	10	147	18	なし	0	2	0	0	0	0	63	32	56	243	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
ニゲル＝フルグル	1878	wf878	10	3	ライトボウガン	0	2	0	85	7	0	0	0	0	0	0	0	0	0	0	11000	250	0	2	1	20	147	18	なし	0	4	0	0	0	0	63	32	56	243	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
レウスエール	1893	wf893	2	3	ライトボウガン	0	8	0	101	7	0	0	0	0	0	0	0	0	0	0	2100	220	0	2	1	0	147	36	なし	0	2	0	0	0	0	31	48	200	48	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
レウスハウル	1893	wf893	4	3	ライトボウガン	0	8	0	101	7	0	0	0	0	0	0	0	0	0	0	3500	250	0	2	1	0	147	36	なし	0	2	0	0	0	0	31	48	200	48	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
レウスロアー	1893	wf893	5	3	ライトボウガン	0	8	0	101	7	0	0	0	0	0	0	0	0	0	0	5000	270	0	2	1	0	147	36	なし	0	2	0	0	0	0	31	48	200	48	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
ＶＬＳ－７５０７	888	we888	9	0	ライトボウガン	0	0	0	120	3	0	0	0	0	0	0	0	0	0	0	25000	250	0	2	0	10	147	37	なし	0	4	0	0	0	0	127	126	0	51	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
ヒメカ・バトゥラ	2124	wg124	1	2	ライトボウガン	0	0	0	76	8	0	0	0	0	0	0	0	0	0	0	0	140	0	2	0	0	147	26	なし	0	3	0	0	0	0	95	134	50	188	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
ヒメカ・ボドゥラ	2124	wg124	6	3	ライトボウガン	0	0	0	76	8	0	0	0	0	0	0	0	0	0	0	0	230	0	2	0	0	147	14	なし	0	2	0	0	0	0	63	134	243	115	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
ヒメカ・マドゥラ	2124	wg124	8	0	ライトボウガン	0	0	0	76	8	0	0	0	0	0	0	0	0	0	0	0	260	20	2	1	0	147	18	なし	0	2	0	0	0	0	79	142	240	245	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
怒髪弓	1879	wf879	2	0	弓	0	0	0	87	7	0	0	0	0	0	0	0	0	0	0	30000	170	0	0	0	5	221	43	水	80	0	0	0	0	0	10	0	0	0	0	0	3	0	0	0	0	15	0	0	0	0	0	0	0	0
怒髪弓【夜霧】	1879	wf879	5	0	弓	0	0	0	87	7	0	0	0	0	0	0	0	0	0	0	50000	210	0	0	0	10	221	43	水	160	0	0	0	0	0	10	2	0	0	0	0	3	0	0	0	0	15	0	0	0	0	0	0	0	0
怒髪弓【氷雨】	1879	wf879	5	0	弓	0	0	0	87	7	0	0	0	0	0	0	0	0	0	0	50000	220	0	0	0	10	221	43	水	200	0	0	0	0	0	10	2	0	0	0	0	3	0	0	0	0	15	0	0	0	0	0	0	0	0
怒髪絶弓【風雪】	1880	wf880	10	0	弓	0	2	0	87	7	0	0	0	0	0	0	0	0	0	0	62500	230	0	0	0	15	221	30	水	260	0	0	0	0	0	62	0	0	0	0	0	3	0	0	0	0	15	0	0	0	0	0	0	0	0
怒髪絶弓【冬景色】	1880	wf880	10	0	弓	0	2	0	87	7	0	0	0	0	0	0	0	0	0	0	100000	250	0	0	1	20	221	30	水	280	0	0	0	0	0	62	0	0	0	0	0	3	0	0	0	0	15	0	0	0	0	0	0	0	0
ブレス・シザー	1896	wf896	0	0	弓	0	8	0	143	1	0	0	0	0	0	0	0	0	0	0	17250	180	0	0	0	0	221	6	水	110	0	0	0	0	0	6	0	0	0	0	0	2	0	0	0	0	15	0	0	0	0	0	0	0	0
サイ・シザー	1896	wf896	2	0	弓	0	8	0	143	1	0	0	0	0	0	0	0	0	0	0	33750	220	0	0	0	0	221	6	水	150	0	0	0	0	0	6	0	0	0	0	0	2	0	0	0	0	15	0	0	0	0	0	0	0	0
ガスプ・シザー	1896	wf896	3	0	弓	0	8	0	143	1	0	0	0	0	0	0	0	0	0	0	56250	240	0	0	0	0	221	6	水	200	0	0	0	0	0	6	0	0	0	0	0	2	0	0	0	0	15	0	0	0	0	0	0	0	0
チョーク・シザー	1896	wf896	4	0	弓	0	8	0	143	1	0	0	0	0	0	0	0	0	0	0	147900	260	0	0	0	0	221	6	水	240	0	0	0	0	0	6	0	0	0	0	0	2	0	0	0	0	15	0	0	0	0	0	0	0	0
トーニルⅠ	2033	wg033	0	0	弓	0	0	0	65	7	0	0	0	0	0	0	99	0	0	0	0	110	0	0	0	0	221	10	なし	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	15	0	0	0	0	0	0	0	0
トーニルⅡ	2033	wg033	3	0	弓	0	0	0	65	7	0	0	0	0	0	0	99	0	0	0	0	180	0	0	2	0	221	15	氷	140	0	0	0	0	0	10	0	0	0	0	0	1	0	0	0	0	15	0	0	0	0	0	0	0	0
トーニルⅢ	2033	wg033	4	0	弓	0	0	0	65	7	0	0	0	0	0	0	99	0	0	0	0	200	0	0	2	0	221	33	氷	260	0	0	0	0	0	10	0	0	0	0	0	1	0	0	0	0	15	0	0	0	0	0	0	0	0
デストーニル	2033	wg033	8	0	弓	0	0	0	65	7	0	0	0	0	0	0	99	0	0	0	0	250	0	0	2	0	221	33	氷	280	0	0	0	0	0	10	0	0	0	0	0	1	0	0	0	0	15	0	0	0	0	0	0	0	0
弐拾式大筒重砲	2058	wg058	1	3	ヘビィボウガン	0	0	0	10	8	0	0	0	0	0	0	0	0	0	0	0	240	0	2	0	-45	125	10	なし	0	0	0	0	0	0	183	255	8	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
参拾式大筒重砲	2058	wg058	3	3	ヘビィボウガン	0	0	0	10	8	0	0	0	0	0	0	0	0	0	0	10000	300	0	2	0	-45	125	10	なし	0	0	0	0	0	0	183	255	8	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
四拾式大筒重砲	2058	wg058	5	3	ヘビィボウガン	0	0	0	10	8	0	0	0	0	0	0	0	0	0	0	25000	340	0	2	0	-45	125	10	なし	0	0	0	0	0	0	183	255	8	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
クシャ＝レラ	2062	wg062	4	3	ヘビィボウガン	0	0	0	14	8	0	0	0	0	0	0	0	0	0	0	10000	230	0	2	0	30	125	21	なし	0	3	0	0	0	0	63	0	205	115	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
クシャル＝イーベ	2062	wg062	6	3	ヘビィボウガン	0	0	0	14	8	0	0	0	0	0	0	0	0	0	0	25000	260	0	2	0	40	125	21	なし	0	3	0	0	0	0	63	0	205	115	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
クシャロ＝ペソシ	2062	wg062	9	3	ヘビィボウガン	0	0	0	14	8	0	0	0	0	0	0	0	0	0	0	25000	300	0	2	0	50	125	21	なし	0	3	0	0	0	0	63	0	205	115	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
カルドスコール	2077	wg077	0	3	ヘビィボウガン	0	0	0	211	7	0	0	0	0	0	0	0	0	0	0	5000	150	0	2	0	5	125	21	なし	0	2	0	0	0	0	63	200	120	255	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
