name	modelId	modelIdData	rarity	classId	zennyCost	sharpnessId	rawDamage	defense	affinity	elementId	eleDamage	ailmentId	ailDamage	slots	unk3	unk4	unk5	unk6	unk7	unk8	unk9	unk10	unk11	unk12	unk13	unk14	unk15	unk16	unk17
グランデエスパーダ	684	we684	2	大剣	50000	1026	170	0	0	なし	0	なし	0	0	0	0	185	684	0	3	0	0	0	0	0	0	15	0	0
真封龍剣【超滅一門】	172	we172	3	大剣	50000	1026	170	0	0	龍	860	なし	0	2	0	0	186	172	0	0	0	0	0	0	0	0	15	0	0
水竜大剣【蒼鯱】	155	we155	5	大剣	50000	1025	210	0	0	水	700	なし	0	1	0	0	187	23	0	0	0	0	0	0	0	0	15	0	0
キングナルコレプター	402	we402	5	大剣	50000	1029	210	26	0	なし	0	睡眠	450	1	0	0	188	337	0	0	0	0	0	0	0	0	15	0	0
カクトスブレット	695	we695	4	大剣	50000	1027	190	0	25	火	280	毒	120	0	0	0	189	543	0	0	0	0	0	0	0	0	15	0	0
カクトステラー	695	we695	6	大剣	50000	1029	210	0	30	火	420	毒	160	0	0	0	189	543	0	0	0	0	0	0	0	0	15	0	0
ロイヤルフローレス	351	we351	6	大剣	50000	1025	230	20	35	なし	0	なし	0	2	0	0	190	350	0	0	0	0	0	0	0	0	15	0	0
デルガード	685	we685	0	太刀	10000	261	130	0	0	なし	0	なし	0	0	0	0	129	685	0	3	0	0	0	0	0	0	15	0	0
ビボデルガード	685	we685	1	太刀	50000	517	150	0	0	なし	0	なし	0	0	0	0	129	685	0	3	0	0	0	0	0	0	15	0	0
真封龍刀【裂破】	516	we516	7	太刀	50000	1026	210	0	15	龍	660	なし	0	1	0	0	130	514	0	0	0	0	0	0	0	0	15	0	0
炎斬【獄焔】	343	we343	6	太刀	50000	1025	210	0	0	火	680	なし	0	1	0	0	131	343	0	0	0	0	0	0	0	0	15	0	0
三千大千世界無双刀	538	we538	8	太刀	50000	1024	250	0	30	なし	0	なし	0	2	0	0	132	0	0	0	0	0	0	0	0	0	15	0	0
カクトスフェーダー	696	we696	4	太刀	50000	1026	180	0	25	火	240	毒	120	1	0	0	133	545	0	0	0	0	0	0	0	0	15	0	0
カクトスフリューゲル	696	we696	6	太刀	50000	1026	200	0	35	火	300	毒	220	2	0	0	133	545	0	0	0	0	0	0	0	0	15	0	0
光刀【青】	737	we737	2	太刀	0	770	150	0	5	雷	140	なし	0	1	0	0	125	644	0	0	0	0	0	0	0	0	15	0	0
光刀改【青】	737	we737	4	太刀	50000	1026	180	0	10	雷	200	なし	0	2	0	0	125	644	0	0	0	0	0	0	0	0	15	0	0
真・光刀【青】	737	we737	5	太刀	50000	1029	190	0	30	雷	280	なし	0	3	0	0	125	644	0	0	0	0	0	0	0	0	15	0	0
光刀【金】	738	we738	2	太刀	0	770	150	0	5	雷	140	なし	0	1	0	0	125	644	0	0	0	0	0	0	0	0	15	0	0
光刀改【金】	738	we738	4	太刀	50000	1026	180	0	10	雷	200	なし	0	2	0	0	125	644	0	0	0	0	0	0	0	0	15	0	0
真・光刀【金】	738	we738	5	太刀	50000	1029	190	0	30	雷	280	なし	0	3	0	0	125	644	0	0	0	0	0	0	0	0	15	0	0
グリッターエッジ	728	we728	1	太刀	0	769	150	0	15	なし	0	なし	0	0	0	0	134	728	0	0	0	0	0	0	0	0	15	0	0
グリッターブレイド	728	we728	3	太刀	50000	1027	180	0	20	なし	0	なし	0	1	0	0	134	728	0	0	0	0	0	0	0	0	15	0	0
グリッターエスパーダ	728	we728	5	太刀	50000	1026	200	0	30	なし	0	なし	0	1	0	0	134	728	0	0	0	0	0	0	0	0	15	0	0
ディスグリッター	728	we728	8	太刀	50000	1029	240	0	40	なし	0	なし	0	2	0	0	134	728	0	0	0	0	0	0	0	0	15	0	0
ファイアフェイト	729	we729	1	太刀	0	769	140	0	0	火	160	なし	0	0	0	0	135	728	0	0	0	0	0	0	0	0	15	0	0
ブレイズフェイト	729	we729	3	太刀	50000	1027	170	0	0	火	220	なし	0	1	0	0	135	728	0	0	0	0	0	0	0	0	15	0	0
バーンフェイト	729	we729	4	太刀	50000	1026	190	0	0	火	320	なし	0	1	0	0	135	728	0	0	0	0	0	0	0	0	15	0	0
フラムフェイト	729	we729	6	太刀	50000	1024	210	0	0	火	490	なし	0	1	0	0	135	728	0	0	0	0	0	0	0	0	15	0	0
ウォータフェイト	730	we730	1	太刀	0	769	140	0	0	水	160	なし	0	0	0	0	136	728	0	0	0	0	0	0	0	0	15	0	0
デューフェイト	730	we730	3	太刀	50000	1027	170	0	0	水	220	なし	0	1	0	0	136	728	0	0	0	0	0	0	0	0	15	0	0
ティアフェイト	730	we730	4	太刀	50000	1026	190	0	0	水	320	なし	0	1	0	0	136	728	0	0	0	0	0	0	0	0	15	0	0
アクアフェイト	730	we730	6	太刀	50000	1024	210	0	0	水	490	なし	0	1	0	0	136	728	0	0	0	0	0	0	0	0	15	0	0
スパークフェイト	731	we731	1	太刀	0	769	140	0	0	雷	160	なし	0	0	0	0	137	728	0	0	0	0	0	0	0	0	15	0	0
サンダーフェイト	731	we731	3	太刀	50000	1027	170	0	0	雷	220	なし	0	1	0	0	137	728	0	0	0	0	0	0	0	0	15	0	0
ライトニングフェイト	731	we731	4	太刀	50000	1026	190	0	0	雷	320	なし	0	1	0	0	137	728	0	0	0	0	0	0	0	0	15	0	0
ストームフェイト	731	we731	6	太刀	50000	1024	210	0	0	雷	490	なし	0	1	0	0	137	728	0	0	0	0	0	0	0	0	15	0	0
アイスフェイト	732	we732	1	太刀	0	769	140	0	0	氷	160	なし	0	0	0	0	138	728	0	0	0	0	0	0	0	0	15	0	0
フロストフェイト	732	we732	3	太刀	50000	1027	170	0	0	氷	220	なし	0	1	0	0	138	728	0	0	0	0	0	0	0	0	15	0	0
フリーズフェイト	732	we732	4	太刀	50000	1026	190	0	0	氷	320	なし	0	1	0	0	138	728	0	0	0	0	0	0	0	0	15	0	0
ゼロフェイト	732	we732	6	太刀	50000	1024	210	0	0	氷	490	なし	0	1	0	0	138	728	0	0	0	0	0	0	0	0	15	0	0
クロスエッジ	733	we733	1	太刀	0	769	130	0	0	龍	120	毒	50	0	0	0	139	728	0	0	0	0	0	0	0	0	15	0	0
クロスブレイド	733	we733	3	太刀	50000	1027	160	0	0	龍	240	毒	70	0	0	0	139	728	0	0	0	0	0	0	0	0	15	0	0
クロスエスパーダ	733	we733	4	太刀	50000	1026	180	0	0	龍	380	毒	120	0	0	0	139	728	0	0	0	0	0	0	0	0	15	0	0
グランドクロス	733	we733	6	太刀	50000	1024	200	0	0	龍	520	毒	180	1	0	0	139	728	0	0	0	0	0	0	0	0	15	0	0
ファービーク	687	we687	0	ハンマー	10000	513	130	0	0	なし	0	なし	0	0	0	0	204	687	0	3	0	0	0	0	0	0	15	0	0
ファーブロウ	687	we687	1	ハンマー	50000	774	150	0	0	なし	0	なし	0	0	0	0	205	687	0	3	0	0	0	0	0	0	15	0	0
アクエリアンボム	442	we442	5	ハンマー	50000	1028	210	0	0	水	360	なし	0	2	0	0	206	442	0	0	0	0	0	0	0	0	15	0	0
ダオラ＝エンデ	260	we260	6	ハンマー	50000	1031	210	0	0	氷	420	なし	0	0	0	0	207	260	0	0	0	0	0	0	0	0	15	0	0
ジェノサイド・コア	46	we046	6	ハンマー	50000	1026	250	40	-40	なし	0	なし	0	0	0	0	208	34	0	0	0	0	0	0	0	0	15	0	0
カクトスハンマー	699	we699	4	ハンマー	50000	1028	180	0	25	火	180	毒	110	0	0	0	209	551	0	0	0	0	0	0	0	0	15	0	0
カクトスファウスト	699	we699	6	ハンマー	50000	1028	200	0	35	火	300	毒	160	0	0	0	210	551	0	0	0	0	0	0	0	0	15	0	0
グーゴー	689	we689	1	狩猟笛	0	516	140	0	0	氷	120	なし	0	0	5	0	123	689	0	0	0	0	0	0	0	0	15	0	0
バトルグーゴー	689	we689	3	狩猟笛	50000	775	160	0	0	氷	200	なし	0	1	10	0	123	689	0	0	0	0	0	0	0	0	15	0	0
ラヴァビエント	345	we345	6	狩猟笛	50000	1025	200	0	15	火	620	なし	0	1	7	0	124	345	0	0	0	0	0	0	0	0	15	0	0
ブラッドオーボワ	267	we267	6	狩猟笛	50000	1026	210	0	0	雷	440	なし	0	2	11	0	127	267	0	0	0	0	0	0	0	0	15	0	0
ウォーサンジュ	266	we266	6	狩猟笛	50000	1025	220	0	0	なし	0	なし	0	3	7	0	125	266	0	0	0	0	0	0	0	0	15	0	0
カクトスギタレ	700	we700	5	狩猟笛	50000	775	180	0	25	火	220	毒	120	0	6	0	126	553	0	0	0	0	0	0	0	0	15	0	0
カクトスムート	700	we700	6	狩猟笛	50000	1031	190	0	30	火	280	毒	150	1	6	0	126	553	0	0	0	0	0	0	0	0	15	0	0
ガウシカウインド	529	we529	5	狩猟笛	50000	1031	210	24	0	なし	0	なし	0	2	6	0	128	528	0	0	0	0	0	0	0	0	15	0	0
長槍ディアブロス	686	we686	1	ランス	50000	769	150	0	0	なし	0	なし	0	0	0	0	183	686	0	3	0	0	0	0	0	0	15	0	0
長激槍ディアブロス	686	we686	3	ランス	50000	1025	170	0	0	なし	0	なし	0	0	0	0	184	686	0	3	0	0	0	0	0	0	15	0	0
ロイヤルフレグランス	470	we470	4	ランス	50000	1030	190	24	0	なし	0	睡眠	310	3	0	0	185	470	0	0	0	0	0	0	0	0	15	0	0
ライトニングホーン	54	we054	5	ランス	50000	1025	190	0	0	雷	300	麻痺	280	1	0	0	186	54	0	0	0	0	0	0	0	0	15	0	0
ホワイトトランク	145	we145	6	ランス	50000	1026	210	0	20	氷	340	なし	0	2	0	0	187	62	0	0	0	0	0	0	0	0	15	0	0
カクトスランツェ	697	we697	4	ランス	50000	768	180	0	25	火	180	毒	140	0	0	0	188	547	0	0	0	0	0	0	0	0	15	0	0
カクトストゥルム	697	we697	6	ランス	50000	1024	200	0	35	火	260	毒	160	0	0	0	189	547	0	0	0	0	0	0	0	0	15	0	0
シュースカノーネ	647	we647	7	ランス	50000	1025	220	0	30	水	360	睡眠	160	3	0	0	190	646	0	0	0	0	0	0	0	0	15	0	0
ガンブロス	688	we688	4	ガンランス	50000	773	190	0	0	なし	0	なし	0	1	8	0	123	688	0	0	0	0	0	0	0	0	15	0	0
ナパームブロス	688	we688	6	ガンランス	50000	1029	230	0	0	なし	0	なし	0	1	8	0	123	688	0	0	0	0	0	0	0	0	15	0	0
ヘルニードル	464	we464	5	ガンランス	50000	1025	200	0	10	氷	400	なし	0	3	6	0	124	280	0	0	0	0	0	0	0	0	15	0	0
タワーオブプラズマ	524	we524	5	ガンランス	50000	1025	200	0	0	雷	500	なし	0	0	8	0	124	524	0	0	0	0	0	0	0	0	15	0	0
三十二式機械槍	493	we493	6	ガンランス	50000	1029	220	0	0	水	400	なし	0	1	11	0	125	491	0	0	0	0	0	0	0	0	15	0	0
カクトスカノーネ	698	we698	4	ガンランス	50000	769	180	0	25	火	120	毒	100	0	5	0	126	549	0	0	0	0	0	0	0	0	15	0	0
カクトスパンツァー	698	we698	6	ガンランス	50000	1025	200	0	35	火	220	毒	220	0	8	0	126	549	0	0	0	0	0	0	0	0	15	0	0
スティールホークⅠ	735	we735	2	ガンランス	0	768	160	15	10	なし	0	なし	0	1	2	0	127	735	0	0	0	0	0	0	0	0	15	0	0
スティールホークⅡ	735	we735	4	ガンランス	50000	768	190	20	20	なし	0	なし	0	1	5	0	127	735	0	0	0	0	0	0	0	0	15	0	0
スティールホークⅢ	735	we735	5	ガンランス	50000	768	200	25	25	なし	0	なし	0	1	8	0	127	735	0	0	0	0	0	0	0	0	15	0	0
スティールホークⅣ	735	we735	6	ガンランス	50000	1024	220	30	30	なし	0	なし	0	1	11	0	127	735	0	0	0	0	0	0	0	0	15	0	0
コルトレイ	682	we682	7	片手剣	50000	1025	240	0	20	火	220	なし	0	1	0	0	140	682	0	2	0	0	0	0	0	0	15	0	0
コルトエンペラドール	682	we682	9	片手剣	50000	1025	260	0	20	火	280	なし	0	1	0	0	140	682	0	2	0	0	0	0	0	0	15	0	0
紅舞碧斬双【火】	683	we683	2	双剣	50000	1024	170	0	0	なし	0	なし	0	0	0	0	100	683	0	3	0	0	0	0	0	0	15	0	0
紅舞碧斬双【山】	683	we683	3	双剣	50000	1024	180	0	0	なし	0	なし	0	0	0	0	100	683	0	3	0	0	0	0	0	0	15	0	0
ルスデルガード	685	we685	3	太刀	50000	1027	170	0	0	なし	0	なし	0	0	0	0	129	685	0	3	0	0	0	0	0	0	15	0	0
ブエノデルガード	685	we685	3	太刀	50000	1027	180	0	0	なし	0	なし	0	0	0	0	129	685	0	3	0	0	0	0	0	0	15	0	0
ファーストライク	687	we687	3	ハンマー	50000	1025	170	0	0	なし	0	なし	0	0	0	0	211	687	0	3	0	0	0	0	0	0	15	0	0
ファーインパクト	687	we687	3	ハンマー	50000	1025	180	0	0	なし	0	なし	0	0	0	0	212	687	0	3	0	0	0	0	0	0	15	0	0
バトルグーゴー改	689	we689	4	狩猟笛	50000	1028	180	0	0	氷	280	なし	0	1	10	0	123	689	0	0	0	0	0	0	0	0	15	0	0
グランドグーゴー	689	we689	6	狩猟笛	50000	1028	210	0	0	氷	340	なし	0	2	10	0	123	689	0	0	0	0	0	0	0	0	15	0	0
ヴァシムナイフ	750	we750	3	片手剣	50000	768	180	0	0	なし	0	麻痺	140	1	0	0	144	750	0	0	0	0	0	0	0	0	15	0	0
ヴァシムダガー	750	we750	4	片手剣	50000	1024	200	0	0	なし	0	麻痺	200	1	0	0	144	750	0	0	0	0	0	0	0	0	15	0	0
ヴァシムエッジ	751	we751	5	片手剣	50000	1024	220	0	0	なし	0	麻痺	280	1	0	0	144	750	0	0	0	0	0	0	0	0	15	0	0
ザンブレイド【天】	739	we739	0	片手剣	10000	6	140	0	5	なし	0	なし	0	1	0	0	145	739	0	3	0	0	0	0	0	0	15	0	0
ザンブレイド【明王】	739	we739	2	片手剣	50000	262	170	0	10	なし	0	なし	0	1	0	0	145	739	0	3	0	0	0	0	0	0	15	0	0
ザンブレイド【菩薩】	739	we739	3	片手剣	50000	518	190	0	20	なし	0	なし	0	1	0	0	145	739	0	3	0	0	0	0	0	0	15	0	0
ザンブレイド【如来】	739	we739	6	片手剣	50000	774	220	0	40	なし	0	なし	0	1	0	0	145	739	0	3	0	0	0	0	0	0	15	0	0
雷神宝剣キリンオー	171	we171	6	片手剣	50000	1025	210	23	0	雷	560	なし	0	2	0	0	55	72	0	0	0	0	0	0	0	0	15	0	0
グレートオデッセイ	164	we164	6	片手剣	50000	1024	220	0	0	水	520	なし	0	2	0	0	46	7	0	0	0	0	0	0	0	0	15	0	0
メンボウ改	481	we481	3	片手剣	50000	1027	190	20	0	なし	0	なし	0	0	0	0	124	481	0	0	0	0	0	0	0	0	15	0	0
赤メンボウ	767	we767	4	片手剣	50000	1025	210	24	0	なし	0	なし	0	1	0	0	124	481	0	0	0	0	0	0	0	0	15	0	0
メモリアルナイフ	796	we796	0	片手剣	0	6	130	0	0	龍	170	なし	0	0	0	0	146	796	0	0	0	0	0	0	0	0	15	0	0
メモリアルエッジ	796	we796	2	片手剣	50000	768	170	0	0	龍	220	なし	0	0	0	0	146	796	0	0	0	0	0	0	0	0	15	0	0
メモリアルソード	796	we796	4	片手剣	50000	1024	190	0	10	龍	300	なし	0	0	0	0	146	796	0	0	0	0	0	0	0	0	15	0	0
メモリアルブレイド	796	we796	6	片手剣	50000	1024	220	0	15	龍	400	なし	0	1	0	0	146	796	0	0	0	0	0	0	0	0	15	0	0
バインドメイス	802	we802	0	片手剣	0	1027	60	0	0	なし	0	麻痺	150	0	0	0	147	797	0	0	0	0	0	0	0	0	15	0	0
バインドメイス【改】	802	we802	0	片手剣	50000	1027	110	0	0	なし	0	麻痺	180	1	0	0	147	797	0	0	0	0	0	0	0	0	15	0	0
バインドメイス【真】	802	we802	2	片手剣	50000	1025	160	0	0	なし	0	麻痺	210	2	0	0	147	797	0	0	0	0	0	0	0	0	15	0	0
バインドメイス【極】	802	we802	5	片手剣	50000	1024	220	0	0	なし	0	麻痺	240	3	0	0	147	797	0	0	0	0	0	0	0	0	15	0	0
ポルタメイスⅠ【青】	798	we798	1	片手剣	0	517	150	0	0	水	160	なし	0	0	0	0	148	797	0	0	0	0	0	0	0	0	15	0	0
ポルタメイスⅡ【青】	798	we798	3	片手剣	50000	773	170	0	5	水	200	なし	0	0	0	0	148	797	0	0	0	0	0	0	0	0	15	0	0
ポルタメイスⅢ【青】	798	we798	5	片手剣	50000	1029	200	0	10	水	250	なし	0	1	0	0	148	797	0	0	0	0	0	0	0	0	15	0	0
ゴーム・グラス	798	we798	6	片手剣	50000	1029	230	0	15	水	310	なし	0	2	0	0	148	797	0	0	0	0	0	0	0	0	15	0	0
ポルタメイスⅠ【赤】	797	we797	1	片手剣	0	512	150	0	0	火	120	麻痺	80	0	0	0	167	797	0	0	0	0	0	0	0	0	15	0	0
ポルタメイスⅡ【赤】	797	we797	3	片手剣	50000	768	180	0	0	火	210	麻痺	110	1	0	0	167	797	0	0	0	0	0	0	0	0	15	0	0
ポルタメイスⅢ【赤】	797	we797	5	片手剣	50000	1024	200	0	0	火	260	麻痺	180	2	0	0	167	797	0	0	0	0	0	0	0	0	15	0	0
クラウ・ソラス	797	we797	6	片手剣	50000	1024	220	0	0	火	310	麻痺	240	3	0	0	167	797	0	0	0	0	0	0	0	0	15	0	0
鬼貫棒【偉丈夫】	800	we800	1	片手剣	0	517	140	0	20	なし	0	睡眠	90	1	0	0	168	797	0	0	0	0	0	0	0	0	15	0	0
ダミー	800	we800	0	片手剣	1320	0	60	0	0	なし	0	なし	0	0	0	0	1	10	0	0	0	0	0	0	0	0	15	0	0
鬼貫棒【破天荒】	800	we800	3	片手剣	50000	1029	170	0	40	なし	0	睡眠	140	2	0	0	168	797	0	0	0	0	0	0	0	0	15	0	0
鬼貫棒【怒髪天】	800	we800	5	片手剣	50000	1029	190	0	60	なし	0	睡眠	180	3	0	0	168	797	0	0	0	0	0	0	0	0	15	0	0
ポルタメイスⅠ【黄】	799	we799	1	片手剣	0	517	130	0	10	雷	290	なし	0	0	0	0	169	797	0	0	0	0	0	0	0	0	15	0	0
ポルタメイスⅡ【黄】	799	we799	2	片手剣	50000	773	150	0	15	雷	340	なし	0	0	0	0	169	797	0	0	0	0	0	0	0	0	15	0	0
ポルタメイスⅢ【黄】	799	we799	4	片手剣	50000	1029	170	0	20	雷	440	なし	0	1	0	0	169	797	0	0	0	0	0	0	0	0	15	0	0
オートクレール	799	we799	5	片手剣	50000	1029	190	0	25	雷	550	なし	0	2	0	0	169	797	0	0	0	0	0	0	0	0	15	0	0
ポルタメイスⅠ【紫】	801	we801	1	片手剣	0	512	140	7	0	なし	0	毒	280	1	0	0	170	797	0	0	0	0	0	0	0	0	15	0	0
ポルタメイスⅡ【紫】	801	we801	3	片手剣	50000	768	170	11	0	なし	0	毒	320	1	0	0	170	797	0	0	0	0	0	0	0	0	15	0	0
ポルタメイスⅢ【紫】	801	we801	4	片手剣	50000	1024	190	20	0	なし	0	毒	360	2	0	0	170	797	0	0	0	0	0	0	0	0	15	0	0
アイムール	801	we801	6	片手剣	50000	1024	220	26	0	なし	0	毒	440	3	0	0	170	797	0	0	0	0	0	0	0	0	15	0	0
ヴァシムクロウズ	752	we752	2	双剣	50000	772	180	0	0	なし	0	なし	0	0	0	0	105	752	0	0	0	0	0	0	0	0	15	0	0
ヴァシムスライサー	752	we752	4	双剣	50000	1028	200	0	0	なし	0	麻痺	70	1	0	0	105	752	0	0	0	0	0	0	0	0	15	0	0
ヴァシムセーバー	753	we753	5	双剣	50000	1028	210	0	0	なし	0	麻痺	130	1	0	0	105	752	0	0	0	0	0	0	0	0	15	0	0
ブルーシザー	740	we740	2	双剣	50000	518	180	0	0	なし	0	なし	0	0	0	0	106	740	0	4	0	0	0	0	0	0	15	0	0
コバルトシザー	740	we740	5	双剣	50000	518	230	0	-20	水	300	なし	0	0	0	0	106	740	0	4	0	0	0	0	0	0	15	0	0
轟雷双	500	we500	6	双剣	50000	1024	230	0	-30	雷	310	麻痺	100	0	0	0	81	500	0	0	0	0	0	0	0	0	15	0	0
霞斬剣	717	we717	2	双剣	0	770	150	0	20	龍	100	なし	0	0	0	0	107	717	0	0	0	0	0	0	0	0	15	0	0
霞斬剣【憧】	717	we717	2	双剣	50000	517	160	0	40	龍	100	なし	0	0	0	0	107	717	0	0	0	0	0	0	0	0	15	0	0
霞斬剣【慈】	717	we717	4	双剣	50000	1028	170	0	60	龍	100	なし	0	0	0	0	107	717	0	0	0	0	0	0	0	0	15	0	0
霞斬剣【絆】	717	we717	5	双剣	50000	1025	190	0	80	龍	100	なし	0	0	0	0	107	717	0	0	0	0	0	0	0	0	15	0	0
ヴァシムソード	754	we754	3	大剣	50000	773	190	0	0	なし	0	麻痺	100	0	0	0	191	754	0	0	0	0	0	0	0	0	15	0	0
ヴァシムブレイド	754	we754	5	大剣	50000	1029	210	0	0	なし	0	麻痺	220	1	0	0	191	754	0	0	0	0	0	0	0	0	15	0	0
ヴァシムブレイカー	755	we755	6	大剣	50000	1029	230	0	0	なし	0	麻痺	320	1	0	0	191	754	0	0	0	0	0	0	0	0	15	0	0
クルツシュヴェーア	741	we741	2	大剣	10000	514	170	0	0	なし	0	麻痺	120	0	0	0	192	741	0	1	0	0	0	0	0	0	15	0	0
クルツシルトパット	741	we741	4	大剣	50000	770	200	0	0	なし	0	麻痺	170	0	0	0	192	741	0	1	0	0	0	0	0	0	15	0	0
クルツアンバー	741	we741	5	大剣	50000	773	230	0	0	なし	0	麻痺	220	0	0	0	192	741	0	1	0	0	0	0	0	0	15	0	0
クルツゲヴィヒト	741	we741	8	大剣	50000	1029	260	0	0	なし	0	麻痺	280	0	0	0	192	741	0	1	0	0	0	0	0	0	15	0	0
召雷宝剣【麒麟帝】	235	we235	5	大剣	50000	1029	210	0	0	雷	890	なし	0	1	0	0	193	235	0	0	0	0	0	0	0	0	15	0	0
トギシラズ改	485	we485	4	大剣	50000	1029	200	0	0	なし	0	なし	0	3	0	0	194	485	0	0	0	0	0	0	0	0	15	0	0
トワニトギシラズ	768	we768	5	大剣	50000	1029	220	0	0	なし	0	なし	0	3	0	0	194	485	0	0	0	0	0	0	0	0	15	0	0
水晶大剣【黒】	804	we804	2	大剣	0	517	160	0	0	なし	0	麻痺	250	1	0	0	195	350	0	0	0	0	0	0	0	0	15	0	0
クリスタルゼイレム	804	we804	3	大剣	50000	773	180	0	0	なし	0	麻痺	310	1	0	0	195	350	0	0	0	0	0	0	0	0	15	0	0
ブラックフローレス	805	we805	4	大剣	50000	1026	200	0	0	なし	0	麻痺	340	1	0	0	195	350	0	0	0	0	0	0	0	0	15	0	0
モリオンフローレス	805	we805	6	大剣	50000	1026	220	0	0	火	240	麻痺	340	1	0	0	195	350	0	0	0	0	0	0	0	0	15	0	0
水晶大剣【白】	806	we806	1	大剣	0	517	160	0	0	水	200	なし	0	1	0	0	196	350	0	0	0	0	0	0	0	0	15	0	0
クリスタルホノレム	806	we806	3	大剣	50000	773	180	0	0	水	310	なし	0	1	0	0	196	350	0	0	0	0	0	0	0	0	15	0	0
ホワイトフローレス	807	we807	4	大剣	50000	1026	200	0	0	水	420	なし	0	1	0	0	196	350	0	0	0	0	0	0	0	0	15	0	0
ピュアフローレス	807	we807	5	大剣	50000	1026	220	0	0	水	460	睡眠	120	1	0	0	196	350	0	0	0	0	0	0	0	0	15	0	0
ナナブレイド【炎妃】	808	we808	1	大剣	0	514	160	0	0	龍	220	なし	0	0	0	0	197	753	0	0	0	0	0	0	0	0	15	0	0
ナナブレイド【公妃】	808	we808	3	大剣	50000	770	180	0	0	龍	320	なし	0	0	0	0	197	753	0	0	0	0	0	0	0	0	15	0	0
ナナブレイド【王妃】	808	we808	4	大剣	50000	1026	200	0	0	龍	420	なし	0	0	0	0	197	753	0	0	0	0	0	0	0	0	15	0	0
ナナブレイド【皇妃】	808	we808	5	大剣	50000	1026	220	0	0	龍	520	なし	0	1	0	0	197	753	0	0	0	0	0	0	0	0	15	0	0
ＶＫ－ＩＳ－Ⅳ	643	we643	6	大剣	50000	1026	220	0	0	雷	620	麻痺	180	2	0	0	180	643	0	0	0	0	0	0	0	0	15	0	0
大薙刀【巴】	742	we742	4	太刀	50000	773	200	0	0	なし	0	毒	160	1	0	0	140	742	0	4	0	0	0	0	0	0	15	0	0
大薙刀【静】	742	we742	5	太刀	50000	773	240	0	-30	なし	0	毒	220	1	0	0	140	742	0	4	0	0	0	0	0	0	15	0	0
水斬【最終段】	434	we434	6	太刀	50000	1025	210	0	0	水	580	なし	0	1	0	0	60	434	0	0	0	0	0	0	0	0	15	0	0
白猿薙【ドドドド】	385	we385	7	太刀	50000	1024	210	0	25	氷	560	なし	0	0	0	0	52	385	0	0	0	0	0	0	0	0	15	0	0
鍛錬刀【二段】	486	we486	4	太刀	50000	1026	190	0	0	なし	0	なし	0	0	0	0	73	486	0	0	0	0	0	0	0	0	15	0	0
鍛錬刀【三段】	769	we769	5	太刀	50000	1026	210	0	0	なし	0	なし	0	0	0	0	73	486	0	0	0	0	0	0	0	0	15	0	0
隠刀【月影琴】	487	we487	4	太刀	50000	1026	200	10	0	なし	0	なし	0	1	0	0	74	487	0	0	0	0	0	0	0	0	15	0	0
隠刀【終焉ノ唱】	770	we770	5	太刀	50000	1026	220	16	0	なし	0	なし	0	2	0	0	74	487	0	0	0	0	0	0	0	0	15	0	0
エクエスエッジ	809	we809	1	太刀	0	517	140	0	0	氷	240	なし	0	1	0	0	141	755	0	0	0	0	0	0	0	0	15	0	0
エクエスブレイド	809	we809	3	太刀	50000	773	170	0	0	氷	280	なし	0	1	0	0	141	755	0	0	0	0	0	0	0	0	15	0	0
エクエスエスパーダ	809	we809	5	太刀	50000	1029	200	0	0	氷	310	麻痺	100	2	0	0	141	755	0	0	0	0	0	0	0	0	15	0	0
エルフェンバイン	809	we809	6	太刀	50000	1029	220	0	0	氷	390	麻痺	140	2	0	0	141	755	0	0	0	0	0	0	0	0	15	0	0
ストレガエッジ	810	we810	1	太刀	0	517	140	30	0	なし	0	睡眠	140	1	0	0	142	755	0	0	0	0	0	0	0	0	15	0	0
ストレガブレイド	810	we810	3	太刀	50000	773	170	35	0	なし	0	睡眠	180	1	0	0	142	755	0	0	0	0	0	0	0	0	15	0	0
ストレガエスパーダ	810	we810	5	太刀	50000	1029	200	37	0	なし	0	睡眠	220	2	0	0	142	755	0	0	0	0	0	0	0	0	15	0	0
シュヴァルツペルレ	810	we810	6	太刀	50000	1029	220	40	0	なし	0	睡眠	250	2	0	0	142	755	0	0	0	0	0	0	0	0	15	0	0
ヴァシムハンマー	758	we758	3	ハンマー	50000	774	180	0	0	なし	0	麻痺	110	0	0	0	213	758	0	0	0	0	0	0	0	0	15	0	0
ヴァシムロック	758	we758	5	ハンマー	50000	1030	200	0	0	なし	0	麻痺	150	1	0	0	213	758	0	0	0	0	0	0	0	0	15	0	0
ヴァシムインパクト	759	we759	5	ハンマー	50000	1031	210	0	0	なし	0	麻痺	180	1	0	0	213	758	0	0	0	0	0	0	0	0	15	0	0
大鎧鎚【壊】	745	we745	2	ハンマー	10000	512	160	0	-5	なし	0	なし	0	0	0	0	214	745	0	4	0	0	0	0	0	0	15	0	0
大鎧鎚【砕】	745	we745	3	ハンマー	50000	768	190	0	-5	なし	0	なし	0	0	0	0	214	745	0	4	0	0	0	0	0	0	15	0	0
大鎧鎚【潰】	745	we745	5	ハンマー	50000	772	220	0	-10	なし	0	なし	0	0	0	0	214	745	0	4	0	0	0	0	0	0	15	0	0
大鎧鎚【滅】	745	we745	6	ハンマー	50000	775	250	0	-10	なし	0	なし	0	0	0	0	214	745	0	4	0	0	0	0	0	0	15	0	0
